,0,1,2
0,-2.5851602938412936,1.20351597057978,-0.4810699052097744
1,-3.189402811988238,1.1457440845513098,-0.434315030804202
2,-3.5764896930803833,1.0844643090140975,-0.39955795132718885
3,-3.867306490856305,1.0386627517259222,-0.3743079114283145
4,-4.0923171536099465,0.991120066130559,-0.35215885049960527
5,-4.269045004882925,0.9391230267141942,-0.33146876523263713
6,-4.422011664056884,0.8979667581242745,-0.31486644892000615
7,-4.558390664870654,0.8615017233335003,-0.30007352252995306
8,-4.675076879592044,0.8290966159254343,-0.28768915452967514
9,-4.784442242541622,0.8048498099716973,-0.27750859678245754
10,-4.8783407094201,0.7738485819597297,-0.2664867696822338
11,-4.957538085547559,0.7408841106543675,-0.25556826516696063
12,-5.039261884373765,0.7220114940634271,-0.24827952256670968
13,-5.1133420949943265,0.6987061599473203,-0.23983820853827326
14,-5.186050816623743,0.680510528704612,-0.23268457981466223
15,-5.249764764851065,0.661259950114711,-0.22564558796623835
16,-5.300735293882515,0.6384028653465942,-0.21885244440172208
17,-5.355073315291516,0.6184571617861568,-0.2123556089756277
18,-5.413965932452175,0.6068265172171188,-0.20771276902749797
19,-5.46641589911446,0.5940251497793798,-0.2028918367224259
20,-5.517427088181684,0.582284527451801,-0.19860320533742273
21,-5.568194978944038,0.5718404688260981,-0.1945060417845709
22,-5.6086859041834245,0.5574920833161895,-0.19008489278862484
23,-5.658649896330645,0.5438929055397167,-0.1850960468632995
24,-5.693695966716591,0.529035388388954,-0.18083416875936573
25,-5.730357444036887,0.5143565539914948,-0.1766067020847231
26,-5.76584037147233,0.5001801529478688,-0.1719995957651038
27,-5.80172937224771,0.49137423996291446,-0.1687176204046577
28,-5.836618174834158,0.47826648260659266,-0.16469367555666892
29,-5.879838832590077,0.47671667968527065,-0.16296532098429403
30,-5.911092538930537,0.4625173173080477,-0.15872757982846075
31,-5.945416178902561,0.45352900060812074,-0.15572751210315555
32,-5.966273653930571,0.43499584493229543,-0.15121871455744176
33,-5.998239070286433,0.42390702291454163,-0.14760310590799366
34,-6.022224970985733,0.4149305825067826,-0.1447890833539865
35,-6.048348707507392,0.40385428038759297,-0.1414055205759516
36,-6.066970544673489,0.38776541961226724,-0.13750609625440727
37,-6.0848648887955115,0.3737621156733982,-0.13415104821419885
38,-6.11935945175832,0.37473657567180324,-0.13356271077427048
39,-6.145505925603887,0.36807735921612394,-0.13124459446118358
40,-6.174236377972363,0.3655074880428983,-0.1296123679546695
41,-6.201744674387562,0.36256155046738153,-0.12846592231765908
42,-6.223019428495998,0.3537090453244254,-0.12570581323918562
43,-6.245983510695973,0.3463956982122071,-0.12344048651232142
44,-6.263219168310524,0.33721915259095425,-0.12139783551428908
45,-6.280838488337459,0.32622909854910914,-0.11838581787588934
46,-6.308879776009936,0.32523010469123276,-0.11755726398367258
47,-6.332817654258107,0.32152684660352776,-0.11603181497146808
48,-6.354118260525696,0.31293405717497846,-0.11351990660593171
49,-6.38070049189489,0.31143757942354494,-0.11237770908081324
50,-6.39217732143276,0.2984477284739148,-0.10947659957592702
51,-6.404816206507758,0.2913951732776563,-0.10786341895027574
52,-6.422493601658097,0.28328900916693706,-0.10581264671059637
53,-6.433572979119825,0.2728510849273331,-0.10324418517864214
54,-6.447853874400391,0.2650667633453516,-0.10142072642488822
55,-6.456817927524992,0.25092135103620367,-0.09846229214706925
56,-6.462391632669413,0.23508851345871287,-0.09501275359205161
57,-6.474878874153958,0.22996169610954895,-0.09392547611723988
58,-6.4917964471310965,0.22699897513132478,-0.09295603248039842
59,-6.506711952780571,0.21862339246881204,-0.09052991503209755
60,-6.514315416435249,0.20936959657106477,-0.08867150258821273
61,-6.527169233328045,0.20337105883969334,-0.08728177675852856
62,-6.530534807860425,0.19533542177363375,-0.08573241627776448
63,-6.548326834572342,0.19819165194562188,-0.08608802047317783
64,-6.5617141236197165,0.19312755557667394,-0.08468317641887423
65,-6.580836889676995,0.1897142732656463,-0.08333883103930681
66,-6.5977781006600384,0.19056357984457817,-0.08302976919458599
67,-6.607911056780555,0.18560919305195697,-0.08211555283920764
68,-6.619106306680729,0.17613260338156297,-0.07976644962298653
69,-6.626869389032149,0.16512267169701636,-0.0771761645195848
70,-6.639388575334075,0.1608840594368097,-0.07642257024962545
71,-6.650851932197334,0.15877955178063852,-0.07619585694350445
72,-6.65972819875154,0.15222993014116995,-0.07457310931388317
73,-6.681649408977284,0.15484745898916386,-0.07457246942107515
74,-6.696032231371592,0.1535117514354937,-0.07422395571732904
75,-6.702610548519155,0.1446834333978857,-0.07206539942211332
76,-6.714515669525074,0.14611353371503488,-0.07229304550148173
77,-6.727700853438348,0.14307901806343712,-0.07136157758899937
78,-6.735931110805704,0.13405271596332685,-0.06931238879482415
79,-6.7394269461650085,0.1222059575608914,-0.0666964962717263
80,-6.749593218541405,0.11388772357984568,-0.06471635934063427
81,-6.7606534832431,0.11410607965437637,-0.06483193524651452
82,-6.774222717481744,0.11140445419195698,-0.06393174098616876
83,-6.780944871237633,0.1067519909878652,-0.06296082156442488
84,-6.794960901954019,0.10664585476761877,-0.06255048677377861
85,-6.809197459266037,0.10206059213040182,-0.06115858707257378
86,-6.823332072293645,0.1045588954846189,-0.06150246519348198
87,-6.832246076343326,0.10385336438349749,-0.06125133523502029
88,-6.853456469214078,0.10799319287110759,-0.061680110381961556
89,-6.865176506908426,0.1113567037090008,-0.06249636273287107
90,-6.876899316352817,0.11165521879434645,-0.06253434187149678
91,-6.894792011949731,0.11771360176119107,-0.06333726799470349
