,0,1,2
0,-1.7294709601668363,-0.47584073680924643,-0.9179050943638528
1,-2.495504112244869,0.05384340580764778,-1.0009842504791746
2,-2.9959746688263333,0.37453755779664377,-1.0483393245994042
3,-3.372868446547703,0.6048854010781841,-1.0812620281632783
4,-3.6767636232422363,0.7885225906825281,-1.1073244383856482
5,-3.9304883190812787,0.9359820802927374,-1.1275064520346543
6,-4.137342464449227,1.048237905525807,-1.1417415403186766
7,-4.3291602080082425,1.1536446572181256,-1.1557080321393445
8,-4.498435430583395,1.2471918457896005,-1.167777591662987
9,-4.65839779713101,1.330199331074589,-1.1780170015995528
10,-4.794705936171813,1.4047021884737487,-1.1878872719120104
11,-4.913570257745562,1.4659030844711323,-1.1953315397409305
12,-5.025828447759352,1.5230433266296404,-1.2027005342875288
13,-5.1323034288421,1.5768606613026555,-1.209460898121307
14,-5.240263792225661,1.6298902135275306,-1.2158083739242749
15,-5.331806975915763,1.6727480912974064,-1.2207001847772836
16,-5.4199564389845865,1.7145502781715247,-1.2254799390857243
17,-5.502887638073462,1.7546122002351316,-1.2303010794258036
18,-5.581699914708328,1.790584347455151,-1.234155504816338
19,-5.656663144136977,1.8207279125431426,-1.2363301822103032
20,-5.726937385612865,1.8465536388538861,-1.2379349536705748
21,-5.796446508167273,1.8741993358890239,-1.2400807928516213
22,-5.860434132215954,1.9027227534471087,-1.242973900248617
23,-5.926912006439495,1.93177635184864,-1.2456837829807605
24,-5.986286281735593,1.9553460529852176,-1.2478931053836106
25,-6.035051251932673,1.9711222144116778,-1.2483664454410208
26,-6.0851138531768045,1.9910362406011026,-1.2502508264015313
27,-6.13104666421781,2.007348630076939,-1.2511570720526362
28,-6.173172449663879,2.0203255770981627,-1.2512927089192416
29,-6.225164921502951,2.0431116732569135,-1.2542280989497432
30,-6.277052689640303,2.06219917550442,-1.2552837770838399
31,-6.321132155065008,2.0835364255142226,-1.257526103674599
32,-6.36886576280763,2.105627341420934,-1.2594249460990488
33,-6.407020286228829,2.120779658476418,-1.2608063859686967
34,-6.447211978278142,2.1353030734285054,-1.2616186114340566
35,-6.4822708424705135,2.146918075399026,-1.2623577929051792
36,-6.518829403082124,2.161323805587583,-1.2637142131598906
37,-6.556360725221377,2.1709150361786675,-1.263730993695981
38,-6.592851771637599,2.1826320691810097,-1.2641963477967055
39,-6.627956256207253,2.1949467123420523,-1.2649818108086048
40,-6.6622890945605775,2.2037593405125,-1.264800329400973
41,-6.695279230577634,2.2145038345175037,-1.264991050886035
42,-6.725880476954413,2.2269401623128244,-1.2662785078043401
43,-6.7597020860681685,2.2378676110016213,-1.2668998238884601
44,-6.794612555153419,2.254019031388211,-1.2688339822554275
45,-6.818162780146965,2.2639477564270822,-1.2694905033626074
46,-6.844413274819269,2.2706606300524808,-1.2691031112051945
47,-6.863937227069409,2.2715371780761626,-1.2677412238463308
48,-6.891809038106793,2.282464095376244,-1.2690577903515612
49,-6.9243721139670695,2.2967500163210914,-1.2701362528324533
50,-6.9492826531232685,2.3042318367934906,-1.270153598514733
51,-6.979403615198491,2.3160990730333753,-1.2710054821893058
52,-6.999647867406345,2.3152954155795715,-1.2695602947418596
53,-7.021979278625443,2.320085322835003,-1.2697307576475654
54,-7.048153776706915,2.334330378399687,-1.2715729185352465
55,-7.06500321665353,2.3367379129718384,-1.2711181112219918
56,-7.098731206812659,2.3499714117250448,-1.272195959311764
57,-7.125934329271905,2.355452564457332,-1.2717856330448931
58,-7.153875882029523,2.3687420066665585,-1.2732870621655685
59,-7.180097369123258,2.380746916706956,-1.2745682955061086
60,-7.1935194380983765,2.3784084607712748,-1.2728021357419064
61,-7.220881727983198,2.390653370799214,-1.2740146386524176
62,-7.250121876819346,2.4042016344469226,-1.2756252182040346
63,-7.272212668661479,2.4096511936953924,-1.275587297089159
64,-7.29105111222316,2.4174990354496018,-1.2760971566575259
65,-7.312176560626082,2.4225153893997997,-1.2758330554071797
66,-7.330826965777108,2.4317558587864374,-1.2769842815956076
67,-7.347133166365051,2.43327367087664,-1.2766234491087958
68,-7.363381537762402,2.443564900000649,-1.2781655804747638
69,-7.373913931501779,2.4410841168475534,-1.2768779439525697
70,-7.398568833730832,2.4514037900976513,-1.2777518475369563
71,-7.422000332574126,2.462750004360345,-1.279236004730843
72,-7.440684678179843,2.4733149769057987,-1.2808020193457172
73,-7.461168606731624,2.4800605869073395,-1.280858854094515
74,-7.475312572655048,2.4833980363986945,-1.280818022535095
